MB,Datum osnivanja,Naziv preduzeća,Mesto,Poštanski broj,Adresa,Telefon,Pravni oblik,Šifra delatnosti,Naziv delatnosti,APR Status,NBS Status,Bonitetna ocena,Veličina,Promet (RSD),Neto dobit (RSD),Broj zaposlenih,Ebit (RSD),Ebitda (RSD),Email,Zastupnik,PDV Obveznik
21082821,2/13/2015,GOOD MOOD DOO BEOGRAD,Beograd (Savski Venac),11102,MILOŠA POCERCA 23 BROJ STANA: 2,,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,D1,Malo,243449921,818926,42,5184000,27561000,piboffice@gmail.com,Jasmina Goronjić,1 mesečni
21089567,3/11/2015,NEW BANCOM DOO,Leskovac,16000,ĐORĐA STAMENKOVIĆA 9 V,,Društvo sa ograničenom odgovornošću,4511,Trgovina automobilima i lakim motornim vozilima,Aktivan,Aktivan,C1,Malo,242547918,5961915,15,7903000,11165000,bancomle@gmail.com,Branislav Pešić,1 mesečni
21138444,9/28/2015,VOLFREZ DOO,Surčin,11271,VOJVOĐANSKA 237,,Društvo sa ograničenom odgovornošću,4677,Trgovina na veliko otpacima i ostacima,Aktivan,Aktivan,D1,Malo,240715907,20390918,11,31880000,39737000,volfrezbg@gmail.com,Miloš Vukolić,1 mesečni
21117676,6/29/2015,PROLINER D.O.O,Borča,11211,MOKRI SEBEŠ 20,63397961,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,E3,Malo,239901902,-30427900,23,-19297000,-18239000,zeljko.hrecak@proliner.rs,Željko Hrecak,1 mesečni
21083674,2/19/2015,ORFIX D.O.O,Novi Sad,21201,RUMENAČKI PUT 119 G,,Društvo sa ograničenom odgovornošću,2222,Proizvodnja ambalaže od plastike,Aktivan,Aktivan,B3,Malo,237784924,5770921,18,15048000,21424000,info@orfix.rs,Marko Topka,1 mesečni
21132195,9/1/2015,STEEL MONT DOO,Veternik,21203,PETRA BIGE 25,658479505,Društvo sa ograničenom odgovornošću,3320,Montaža industrijskih mašina i opreme,Aktivan,Aktivan,B2,Malo,235708958,29752980,35,38531000,51243000,office@steelmont.co.rs,Borislav Brujić,1 mesečni
21072737,1/6/2015,LIMOMONT STEEL DOO,Leskovac,16000,SIME POGAČAREVIĆA 5,16213678,Društvo sa ograničenom odgovornošću,2550,"Kovanje, presovanje, štancovanje i valjanje metala; metalurgija praha",Aktivan,Aktivan,C1,Malo,234008885,9064908,38,16510000,22946000,batalimako@gmail.com,Bratislav Anđelković,1 mesečni
21111201,6/3/2015,NLB REAL ESTATE DOO BEOGRAD-NOVI BEOGRAD,Beograd (Novi Beograd),11070,BULEVAR MIHAJLA PUPINA 165V SPRAT: 3,112225388,Društvo sa ograničenom odgovornošću,6810,Kupovina i prodaja vlastitih nekretnina,Aktivan,Aktivan,D1,Malo,234007947,-68133928,10,-35093000,-33254000,office@ream-srb.com,Miroslav Živković,1 mesečni
21083771,2/20/2015,TRNIĆ SM DOO SREMSKA MITROVICA,Sremska Mitrovica,22000,ARSENIJA ČARNOJEVIĆA 7 BROJ STANA: 6,655404511,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,B3,Malo,233994941,16858951,1,25987000,26368000,dejan.trnic@gmail.com,Tatjana Trnić,1 mesečni
21108545,5/22/2015,HP COMPUTING AND PRINTING D.O.O,Beograd (Novi Beograd),11070,OMLADINSKIH BRIGADA 90 B,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,A2,Malo,233890891,876927,18,8038000,24391000,office.serbia@hp.com,Igor Fiolić,1 mesečni
21143375,10/16/2015,SKYBRIDGE INTERNATIONAL BALKAN D.O.O,Beograd (Novi Beograd),11077,"BULEVAR ARSENIJA ČARNOJEVIĆA 185 SPRAT: 1, BROJ STANA: 8",,Društvo sa ograničenom odgovornošću,5110,Vazdušni prevoz putnika,Aktivan,Aktivan,C1,Malo,233722981,2314883,7,13469000,13478000,directorate@skybridge.rs,Žana Borčić,1 mesečni
21133671,9/7/2015,MHE PAVLICA,Beograd (Vračar),11118,JUŽNI BULEVAR 120,608215400,Društvo sa ograničenom odgovornošću,3511,Proizvodnja električne energije,Aktivan,Aktivan,B3,Malo,233185974,5213995,4,8240000,107616000,mhepavlica@gmail.com,Dragan Stipčić,1 mesečni
21097462,4/9/2015,INDEX CORP DOO,Beograd (Stari Grad),11102,KARAĐORĐEVA 2-4,603130224,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,D1,Malo,233059895,9302888,32,13689000,24926000,office@restorantemperament.com,Stevan Kuzmanović,1 mesečni
21088455,3/6/2015,BALKAN CONCEPT DOO BEOGRAD,Beograd (Savski Venac),11102,MILOŠA POCERCA 23 BROJ STANA: 2,,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,B1,Malo,232787935,9152906,43,10929000,13164000,piboffice@gmail.com,Mihailo Subotić,1 mesečni
21110728,6/1/2015,TONČI PLUS 1 DOO BARIČ,Barič,11504,OBRENOVAČKI PUT 55,117704980,Društvo sa ograničenom odgovornošću,4711,"Trgovina na malo u nespecijalizovanim prodavnicama, pretežno hranom, pićima i duvanom",Aktivan,Aktivan,C2,Malo,231969945,171893,19,14885000,15631000,strtoncic@yahoo.com,Dragi Tončić,1 mesečni
21113107,6/10/2015,DARIAN-AGRO DOO,Vršac,26300,VASKA POPE 17,,Društvo sa ograničenom odgovornošću,4621,"Trgovina na veliko žitom, sirovim duvanom, semenjem i hranom za životinje",Aktivan,Aktivan,D2,Malo,226532968,-6103929,3,-1848000,-5000,,Goran Popović,1 mesečni
21111155,6/2/2015,TAURUNUM OBEZBEĐENJE DOO,Beograd (Zemun),11186,SVETOZARA PAPIĆA 3 D,113177174,Društvo sa ograničenom odgovornošću,8010,Delatnost privatnog obezbeđenja,Aktivan,Aktivan,C3,Malo,225662954,11577933,47,13631000,15166000,taurunumobezbedjenje@gmail.com,Dragutin Jakovac,1 mesečni
21078468,1/29/2015,UROŠEVIĆ FRUIT DOO,Užice,31000,VOLUJAC BB,,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,C2,Malo,224998930,2892901,6,16272000,19156000,urosevicfruit@gmail.com,Marko Urošević,1 mesečni
21127167,8/11/2015,CAR STACKERS DOO BEOGRAD-ZEMUN,Beograd (Zemun),11080,ĐORĐA PANTELIĆA 24,117138957,Društvo sa ograničenom odgovornošću,4674,"Trgovina na veliko metalnom robom, instalacionim materijalima, opremom i priborom za grejanje",Aktivan,Aktivan,C2,Malo,224884920,6507944,13,7484000,11173000,office@car-stackers.com,Aleksandra Durić,1 mesečni
21131644,8/28/2015,AGROTRAG DOO BEOGRAD,Beograd (Voždovac),11041,GENERALA LJUBOMIRA MILIĆA 8/27,62306765,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B3,Malo,224805945,3367923,2,6692000,7261000,office@agrotrag.rs,Nebojša Radivojević,1 mesečni
21141739,10/12/2015,GREMET STOLARIJA DOO,Valjevo,14104,VARDARSKA 4,14223233,Društvo sa ograničenom odgovornošću,2512,Proizvodnja metalnih vrata i prozora,Aktivan,Aktivan,B2,Malo,222875977,19139972,26,23150000,27073000,gremetvaljevo@mts.rs,Željko Jezdić,1 mesečni
21124257,7/28/2015,INDA GROUP D.O.O,Beograd (Vračar),11050,GROČANSKA 40,114086307,Društvo sa ograničenom odgovornošću,6190,Ostale telekomunikacione delatnosti,Aktivan,Aktivan,C2,Malo,221938939,5346987,4,15830000,15942000,info@inda-group.com,Ivana Jovanović Papailiou,1 mesečni
21077275,1/26/2015,VILLAGE FROST D.O.O,Horgoš,24410,STEVANA SREMCA 8,24792220,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,D1,Malo,221300928,16044946,51,14046000,14501000,village.frost@higlo.co.rs,Šarolta Fujkin Lošonc,1 mesečni
21083216,2/18/2015,AGRO-NAKOVO,Nakovo,23311,MILADINA ZORIĆA 1V,,Društvo sa ograničenom odgovornošću,4621,"Trgovina na veliko žitom, sirovim duvanom, semenjem i hranom za životinje",Aktivan,Aktivan,C3,Malo,219949915,-4766977,5,-7770000,-7215000,agronakovo@gmail.com,Nikola Jovandić,1 mesečni
21110418,5/29/2015,WBD-WIN BUILDING DESIGN DOO BEOGRAD,Beograd (Palilula),11108,OSMANA ĐIKIĆA 30,117359231,Društvo sa ograničenom odgovornošću,7112,Inženjerske delatnosti i tehničko savetovanje,Aktivan,Aktivan,B1,Malo,219421931,54688949,20,64280000,67166000,office@wbd.rs,Nikola Garić,1 mesečni
21104680,5/8/2015,BINGCOM,Beograd (Vračar),11118,NEBOJŠINA 28,,Društvo sa ograničenom odgovornošću,4511,Trgovina automobilima i lakim motornim vozilima,Aktivan,Aktivan,C1,Malo,216801927,3740887,3,7884000,7976000,,Maja Mihajlović,1 mesečni
21081485,2/10/2015,GELATO BAR DOO,Beograd (Novi Beograd),11073,"JURIJA GAGARINA 28, LOKAL 2",,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C1,Malo,215281950,23152937,27,27087000,34144000,bargelatobar@gmail.com,Marijana Slavković,1 mesečni
21157732,12/15/2015,ITECH CORP DOO BEOGRAD-SAVSKI VENAC,Beograd (Savski Venac),11040,GUČEVSKA 5A,,Društvo sa ograničenom odgovornošću,2630,Proizvodnja komunikacione opreme,Aktivan,Aktivan,C3,Malo,215161964,7228914,20,17378000,17791000,,Nenad Soldatović,1 mesečni
21135291,9/14/2015,DROMOS CONSTRUCTION 017 DOO VRANJE,Vranje,17501,DOSITEJEVA 7,631584091,Društvo sa ograničenom odgovornošću,4213,Izgradnja mostova i tunela,Aktivan,Aktivan,B1,Malo,215110993,8501889,45,23199000,28976000,dromos2015@gmail.com,Dobrin Vasilev Yordanov,1 mesečni
21114685,6/16/2015,KIMEX-RECIKLAŽA,Novi Sad,21101,"MAKSIMA GORKOG 46 SPRAT: 2, BROJ STANA: 7",,Društvo sa ograničenom odgovornošću,3832,Ponovna upotreba razvrstanih materijala,Aktivan,Aktivan,B2,Malo,214259961,49828936,17,54962000,63283000,office@kimex-recycling.com,Miloš Milanović,1 mesečni
21081248,2/9/2015,BIG CODE,Surčin,11271,VOJVOĐANSKA 386 D,642634105,Društvo sa ograničenom odgovornošću,4642,Trgovina na veliko odećom i obućom,Aktivan,Aktivan,B1,Malo,211256916,16455991,8,12482000,12482000,gvesovic@gmail.com,Goran Vešović,1 mesečni
21075302,1/19/2015,URBAN GARDEN D.O.O,Ostružnica,11251,SAVSKA 2J,116555134,Društvo sa ograničenom odgovornošću,8130,Usluge uređenja i održavanja okoline,Aktivan,Aktivan,B1,Malo,210589963,36820897,27,46011000,50348000,office@urbangarden.rs,Nebojša Popara,1 mesečni
21123781,7/27/2015,GAZPROM ENERGOHOLDING SERBIA D.O.O,Beograd (Vračar),11167,RESAVSKA 23 SPRAT: 4,13329077,Društvo sa ograničenom odgovornošću,6420,Delatnost holding kompanija,Aktivan,Aktivan,B2,Malo,208860948,9472907,21,2033000,7227000,gehserbia.office@geh-serbia.rs,Timur Kiselev,1 mesečni
21138762,9/29/2015,GOLDBERG REAL ESTATE DOO BEOGRAD,Beograd (Novi Beograd),11189,"NARODNIH HEROJA 19 SPRAT: 2, BROJ STANA: 7",,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C2,Malo,208843958,749911,4,1874000,2961000,office@gre.rs,Đorđe Gligorić,1 mesečni
21107565,5/19/2015,BALKAN SANDS AND CLAY D.O.O,Beograd (Stari Grad),11103,"ANDRIĆEV VENAC 4 SPRAT: 1, BROJ STANA: 3",114051334,Društvo sa ograničenom odgovornošću,812,"Eksploatacija šljunka, peska, gline i kaolina",Aktivan,Aktivan,B1,Malo,208781973,44968922,1,3013000,3332000,balkansandsandclay@gmail.com,Desislava Plamenova Lambeva,1 mesečni
21140775,10/7/2015,GLOBAL IN FRUIT,Subotica,24000,"MILOŠA OBILIĆA 25, LOK. 3",607400000,Društvo sa ograničenom odgovornošću,4631,Trgovina na veliko voćem i povrćem,Aktivan,Aktivan,A3,Malo,207268909,3186890,3,5669000,6843000,globalinfruit@gmail.com,Perica Radić,1 mesečni
21114693,6/16/2015,PIN CENTAR D.O.O. BEOGRAD,Beograd (Novi Beograd),11189,PARISKE KOMUNE 61,603191616,Društvo sa ograničenom odgovornošću,7112,Inženjerske delatnosti i tehničko savetovanje,Aktivan,Aktivan,D1,Malo,207020969,9216883,9,10884000,12705000,biro@pincentar.com,Željko Maletić,1 mesečni
21098175,4/15/2015,ALEBRA DOO,Loznica,15300,KLANIČKA 4B,,Društvo sa ograničenom odgovornošću,1020,"Prerada i konzervisanje ribe, ljuskara i mekušaca",Aktivan,Aktivan,C1,Malo,206640975,11885982,36,17760000,29519000,office@alebra.rs,Aleksandar Divljanović,1 mesečni
21107018,5/18/2015,FILKAB-MIG,Niš (Palilula),18106,RAJIĆEVA 31,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B3,Malo,203502946,10338938,5,12214000,12861000,goran.markovic@filkab.rs,Goran Marković,1 mesečni
21124842,7/30/2015,COLUMEN DOO,Beograd (Zemun),11080,KORDUNAŠKA 18,,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C1,Malo,203120960,6723895,1,13896000,13896000,columen.doo@gmail.com,Saša Baić,1 mesečni
21134775,9/10/2015,BAR-NAR,Beograd (Stari Grad),11103,MAJKE JEVROSIME 38,,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,B3,Malo,197663946,9798885,17,16320000,18501000,office@barnar.net,Danilo Nikezić,1 mesečni
21114162,6/15/2015,SCC D.O.O. BEOGRAD,Beograd (Voždovac),11042,VOJVODE STEPE 412,,Društvo sa ograničenom odgovornošću,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,Aktivan,Aktivan,A2,Malo,193543885,13322884,21,16971000,47292000,info@scc-rsci.com,Luka Okuka,1 mesečni
21140759,10/7/2015,DOO 3D GRAĐEVINSKA KUĆA ZRENJANIN,Zrenjanin,23101,TEMIŠVARSKI DRUM 48,23510312,Društvo sa ograničenom odgovornošću,4399,Ostali nepomenuti specifični građevinski radovi,Aktivan,Aktivan,C2,Malo,192196973,1592976,18,283000,2403000,3d.gradjevina@gmail.com,Geza Nister,1 mesečni
21127221,8/11/2015,RIS INEX,Beograd (Vračar),11111,KURSULINA 042/35,66292303,Društvo sa ograničenom odgovornošću,4531,Trgovina na veliko delovima i opremom za motorna vozila,Aktivan,Aktivan,B1,Malo,191581928,3172946,3,27821000,30700000,risinexbg@gmail.com,Miloš Spasojević,1 mesečni
21077321,1/26/2015,PRIVREDNO DRUŠTVO BIOFOODEX DOO ŠTULAC,Štulac,36217,ŠTULJAČKA 18,,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,C3,Malo,191540918,9775918,37,10105000,16723000,office@foodex.co.rs,Dejan Đaković,1 mesečni
21129178,8/19/2015,OIL DISTRIBUTION DOO,Beograd (Palilula),11120,"LJUBE DIDIĆA 10 B SPRAT: POT, BROJ STANA: 14",606080114,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,D1,Malo,190166939,1822988,7,7827000,9346000,office@oildistrbution.rs,Tijana Đokić,1 mesečni
21152501,11/20/2015,BARDI D&B DOO,Trnjaci,14210,TRNJACI BB,112321461,Društvo sa ograničenom odgovornošću,4631,Trgovina na veliko voćem i povrćem,Aktivan,Aktivan,B2,Malo,189975946,3299962,5,6536000,7297000,bardideki@gmail.com,Dejan Dragićević,1 mesečni
21128341,8/14/2015,TARA AMD D.O.O,Bajina Bašta,31250,MILENKA TOPALOVIĆA 78 A,31865878,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,B1,Malo,189889940,3757994,12,5303000,5829000,direktor.taraamd@gmail.com,Dragan Damnjanović,1 mesečni
21136123,9/16/2015,MIPHEM D.O.O,Beograd (Zvezdara),11160,MATICE SRPSKE 57 E,113432989,Društvo sa ograničenom odgovornošću,7120,Tehničko ispitivanje i analize,Aktivan,Aktivan,B2,Malo,189286964,107371885,16,126900000,127757000,office@miphem.rs,Snježana Pupavac,1 mesečni
21098019,4/14/2015,PUTNIK KOPAONIK DOO KOPAONIK,Kopaonik,36354,JOVANA CVIJIĆA 1,,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,C3,Malo,189158893,3734911,41,20250000,43132000,ivana.pavlovic@seccom.rs,Ana Miča,1 mesečni
21130770,8/26/2015,SUPER TOURS DOO,Beograd (Palilula),11060,VOJVODE MICKA KRSTIĆA 1B,,Društvo sa ograničenom odgovornošću,7912,Delatnost tur-operatora,Aktivan,Aktivan,B3,Malo,188777962,65572980,15,68264000,72429000,info@superkamp.rs,Željko Kovačević,1 mesečni
21130958,8/27/2015,TRIANGL PRODUKCIJA DOO,Beograd (Stari Grad),11102,CARA LAZARA 15,,Društvo sa ograničenom odgovornošću,5911,"Proizvodnja kinematografskih dela, audio-vizuelnih proizvoda i televizijskog programa",Aktivan,Aktivan,A2,Malo,188260991,15995967,2,20901000,27208000,,Tamara Grujić,1 mesečni
21087548,3/4/2015,C&R CONSTRUCTION DOO BEOGRAD,Beograd (Novi Beograd),11073,TOŠIN BUNAR 274V,605959885,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C2,Malo,186197914,6193918,10,8368000,11245000,radojevic79@gmail.com,Ivan Radojević,1 mesečni
21152072,11/20/2015,INFO MEDIA GROUP DOO BEOGRAD,Beograd (Novi Beograd),11073,"OMLADINSKIH BRIGADA 86 SPRAT: 3, BROJ STANA: 3.8",,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,B2,Malo,185574901,17765993,11,21418000,30094000,info@img-b1.rs,Nenad Petrović,1 mesečni
21082414,2/12/2015,ALGORITAM DOO,Beograd (Savski Venac),11102,LOMINA 5,63333143,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,A2,Malo,180776990,113229984,1,134135000,134797000,office@algoritam.biz,Dejan Ćulum,1 mesečni
21083232,2/18/2015,NANO INTERACTIVE,Beograd (Vračar),11118,NEBOJŠINA 12,113085780,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,A1,Malo,178952947,10459979,33,13137000,14853000,rpopovic@nanointeractive.com,Rade Popović,1 mesečni
21140457,10/6/2015,FRUTORGA D.O.O. PROKUPLJE-NOVO SELO,Novo Selo,18400,NOVO SELO BB,654135810,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,B2,Malo,175374931,8513958,8,12957000,19829000,frutorga@gmail.com,Tijana Paunović,1 mesečni
21153818,11/27/2015,LESCOBAGS DOO LESKOVAC,Leskovac,16000,DURMITORSKA B.B,,Društvo sa ograničenom odgovornošću,2222,Proizvodnja ambalaže od plastike,Aktivan,Aktivan,E2,Malo,174694972,-14156926,139,-12060000,-10662000,info@lescobags.com,Nenad Cvetković,1 mesečni
21153311,11/26/2015,BEO-GROUND ENGINEERING DOO,Beograd (Zvezdara),11050,USTANIČKA 244 Đ,113583694,Društvo sa ograničenom odgovornošću,4313,Ispitivanje terena bušenjem i sondiranjem,Aktivan,Aktivan,C2,Malo,174289902,8512903,11,20963000,30467000,beoground@gmail.com,Predrag Mićunović,1 mesečni
21129771,8/21/2015,SMS PARTNER,Beograd (Vračar),11118,SIME IGUMANOVA 2-4,62606250,Društvo sa ograničenom odgovornošću,6190,Ostale telekomunikacione delatnosti,Aktivan,Aktivan,D2,Malo,173986891,242901,1,309000,309000,maja.vlajic@smspartner.rs,Maja Vlajić,1 mesečni
21148296,11/5/2015,NEXT LEVEL MARKETING DOO,Beograd (Savski Venac),11000,VOJVODE MILENKA 52 A,112656123,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,B1,Malo,173610998,12701980,4,15771000,18335000,novakmaric82@gmail.com,Novak Marić,1 mesečni
21074250,1/14/2015,ORANGE CLOUD DOO,Beograd (Novi Beograd),11070,MILUTINA MILANKOVIĆA 11A SPRAT: 2,603890613,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,A1,Malo,172649939,31988,31,1655000,1753000,office@orangecloud.systems,Ivan Dabić,
21120758,7/13/2015,FLEX POINT D.O.O. ŠABAC,Šabac,15000,KNEZ MIHAJLOVA 20,15300960,Društvo sa ograničenom odgovornošću,1721,Proizvodnja talasastog papira i kartona i ambalaže od papira i kartona,Aktivan,Aktivan,D1,Malo,171021928,4036985,16,13131000,27426000,vojislav.simic@flexpoint.rs,Vojislav Simić,1 mesečni
21094528,3/30/2015,HS PRO CONSTRUCTION DOO,Beograd (Voždovac),11042,BULEVAR OSLOBOĐENJA 305A,,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C3,Malo,170252917,3261998,7,42213000,44348000,office@hsproconstruction.rs,Slobodan Tanasković,1 mesečni
21144398,10/20/2015,SABORES DOO BEOGRAD,Beograd (Novi Beograd),11070,"TREŠNJINOG CVETA 1B SPRAT: II, BROJ STANA: 5",,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C1,Malo,170031927,17058967,35,2388000,5502000,office@sabores.rs,Ivica Matović,1 mesečni
21122190,7/20/2015,PROINŽENJERING PLUS DOO BEOGRAD,Beograd (Vračar),11167,"DESANKE MAKSIMOVIĆ 8 SPRAT: 1, BROJ STANA: 13",113224229,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,A2,Malo,169439966,29867927,18,45686000,46224000,office@proinzenjering.com,Dragan Radić,1 mesečni
21159832,12/24/2015,GALEB TES D.O.O. ŠABAC,Šabac,15000,POCERSKA 111,15367700,Društvo sa ograničenom odgovornošću,2511,Proizvodnja metalnih konstrukcija i delova konstrukcija,Aktivan,Aktivan,E1,Malo,166670917,16668896,35,-14180000,10312000,info@galeb.com,Aleksandra Jović,1 mesečni
21103225,5/4/2015,MONTY&WIZARD D.O.O. BEOGRAD,Beograd (Savski Venac),11040,KOSTE GLAVINIĆA 23A,,Društvo sa ograničenom odgovornošću,6202,Konsultantske delatnosti u oblasti informacione tehnologije,Aktivan,Aktivan,A1,Malo,166397902,1274967,49,1597000,2172000,montyandwizard@gmail.com,Nenad Ninić,1 mesečni
21096229,4/6/2015,KVADRAT GRADNJA D.O.O. NOVI SAD,Novi Sad,21101,ISE BAJIĆA 4,63555514,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D3,Malo,166084931,1337889,4,1197000,3729000,office@kvadrat.co.rs,Đorđe Ćosić,1 mesečni
21124435,7/29/2015,CENTRAL AUTO GROUP D.O.O. POŽEGA,Požega,31212,BRAĆE MIĆIĆ 3,,Društvo sa ograničenom odgovornošću,4511,Trgovina automobilima i lakim motornim vozilima,Aktivan,Aktivan,D2,Malo,163705954,840955,2,267000,278000,djapest@gmail.com,Nenad Vidić,1 mesečni
21122955,7/22/2015,FILM KLUB,Beograd (Vračar),11050,GRČIĆA MILENKA 3,,Društvo sa ograničenom odgovornošću,5911,"Proizvodnja kinematografskih dela, audio-vizuelnih proizvoda i televizijskog programa",Aktivan,Aktivan,C3,Malo,163081886,30014980,4,36281000,36593000,,Teodora Riznić,1 mesečni
21097802,4/14/2015,TOP LEVEL ONE DOO,Vlasotince,16210,29.NOVEMBRA BB,63427017,Društvo sa ograničenom odgovornošću,4730,Trgovina na malo motornim gorivima u specijalizovanim prodavnicama,Aktivan,Aktivan,B2,Malo,162861951,395929,7,1205000,3251000,toplevelone.vl@gmail.com,Tatjana Cvetanović Ilić,1 mesečni
21073245,1/9/2015,ONLINE GROUP DOO,Vranje,17501,RATKA SOFIJANIĆA 1,17424481,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C1,Malo,161941904,4697962,4,5688000,6574000,onlinegroup.rs@gmail.com,Dragana Zlatković,1 mesečni
21120383,7/10/2015,MAJANCA PLAST DOO PREŠEVO,Preševo,17523,PETNAESTOG NOVEMBRA B.B,656660650,Društvo sa ograničenom odgovornošću,2222,Proizvodnja ambalaže od plastike,Aktivan,Aktivan,B3,Malo,161889996,12068891,10,15020000,19498000,majancaplast@gmail.com,Avni Shabani,1 mesečni
21113824,6/12/2015,ALCOM RPT-SYSTEMS DOO,Šimanovci,22310,KRNJEŠEVAČKA 152,646587089,Društvo sa ograničenom odgovornošću,2562,Mašinska obrada metala,Aktivan,Aktivan,B3,Malo,159626903,3918991,81,5062000,5062000,office@alcom-worldwide.com,Olaf Uwe Möller,1 mesečni
21153982,11/30/2015,ELAN AGRO DOO BOJNIK-KOSANČIĆ,Kosančić,16206,KOSANČIĆ,16250444,Društvo sa ograničenom odgovornošću,147,Uzgoj živine,Aktivan,Aktivan,C2,Malo,157869883,599929,14,7093000,25756000,office@elanagro.rs,Marko Popović,1 mesečni
21128422,8/14/2015,RADMONT DOO BAJINA BAŠTA,Bajina Bašta,31250,MILENKA TOPALOVIĆA 74,31866800,Društvo sa ograničenom odgovornošću,4291,Izgradnja hidrotehničkih objekata,Aktivan,Aktivan,C1,Malo,157718963,4846890,20,8535000,15405000,gpradmont@gmail.com,Marko Jovanović,1 mesečni
21082171,2/12/2015,GRENADA D.O.O,Beograd (Zemun),11080,IVIĆEVA 6,,Društvo sa ograničenom odgovornošću,4637,"Trgovina na veliko kafom, čajevima, kakaom i začinima",Aktivan,Aktivan,A3,Malo,155869962,16476965,2,17449000,18218000,kontakt@grenada.rs,Tedi Stanisavljević,1 mesečni
21085987,2/27/2015,FEYDOM CONCEPT,Novi Sad,21101,MARKA MILJANOVA 10,,Društvo sa ograničenom odgovornošću,4759,"Trgovina na malo nameštajem, opremom za osvetljenje i ostalim predmetima za domaćinstvo u specijalizovanim prodavnicama",Aktivan,Aktivan,B1,Malo,155535900,17453960,9,21876000,22531000,info@feydom.rs,Vladimir Radonjanin,1 mesečni
21089753,3/12/2015,MGM TEAM DOO,Beograd (Zemun),11283,MIROSLAVA ANTIĆA 12,113437117,Društvo sa ograničenom odgovornošću,4639,"Nespecijalizovana trgovina na veliko hranom, pićima i duvanom",Aktivan,Aktivan,D1,Malo,154807900,1320899,11,2259000,2656000,marko.milivojevic@mgmteam.rs,Marko Milivojević,1 mesečni
21099147,4/17/2015,VOLCANO REFRACTORY BRICKS AND MONOLITIC DOO,Zrenjanin,23101,DVANAESTE VOJVOĐANSKE BRIGADE 11,233100325,Društvo sa ograničenom odgovornošću,2320,Proizvodnja vatrostalnih proizvoda,Aktivan,Aktivan,D1,Malo,152901953,3880910,34,6148000,6320000,paunov@calderyserbia.com,Miroslav Paunov,1 mesečni
